Year,Month,Month-number,Data_Item,Value,Units
1990,January,1,Choice beef wholesale value,187.1,Cents per pound of retail equivalent
1990,February,2,Choice beef wholesale value,186,Cents per pound of retail equivalent
1990,March,3,Choice beef wholesale value,187.7,Cents per pound of retail equivalent
1990,April,4,Choice beef wholesale value,190.1,Cents per pound of retail equivalent
1990,May,5,Choice beef wholesale value,191.6,Cents per pound of retail equivalent
1990,June,6,Choice beef wholesale value,187,Cents per pound of retail equivalent
1990,July,7,Choice beef wholesale value,182.4,Cents per pound of retail equivalent
1990,August,8,Choice beef wholesale value,187.1,Cents per pound of retail equivalent
1990,September,9,Choice beef wholesale value,186.6,Cents per pound of retail equivalent
1990,October,10,Choice beef wholesale value,192.2,Cents per pound of retail equivalent
1990,November,11,Choice beef wholesale value,197.6,Cents per pound of retail equivalent
1990,December,12,Choice beef wholesale value,199.4,Cents per pound of retail equivalent
1991,January,1,Choice beef wholesale value,192.6,Cents per pound of retail equivalent
1991,February,2,Choice beef wholesale value,189.6,Cents per pound of retail equivalent
1991,March,3,Choice beef wholesale value,193.4,Cents per pound of retail equivalent
1991,April,4,Choice beef wholesale value,194.1,Cents per pound of retail equivalent
1991,May,5,Choice beef wholesale value,190.9,Cents per pound of retail equivalent
1991,June,6,Choice beef wholesale value,186.1,Cents per pound of retail equivalent
1991,July,7,Choice beef wholesale value,178.8,Cents per pound of retail equivalent
1991,August,8,Choice beef wholesale value,172.2,Cents per pound of retail equivalent
1991,September,9,Choice beef wholesale value,170.8,Cents per pound of retail equivalent
1991,October,10,Choice beef wholesale value,174.5,Cents per pound of retail equivalent
1991,November,11,Choice beef wholesale value,175.1,Cents per pound of retail equivalent
1991,December,12,Choice beef wholesale value,171.8,Cents per pound of retail equivalent
1992,January,1,Choice beef wholesale value,176.6,Cents per pound of retail equivalent
1992,February,2,Choice beef wholesale value,184.6,Cents per pound of retail equivalent
1992,March,3,Choice beef wholesale value,183.3,Cents per pound of retail equivalent
1992,April,4,Choice beef wholesale value,182.6,Cents per pound of retail equivalent
1992,May,5,Choice beef wholesale value,183.4,Cents per pound of retail equivalent
1992,June,6,Choice beef wholesale value,180.8,Cents per pound of retail equivalent
1992,July,7,Choice beef wholesale value,173.6,Cents per pound of retail equivalent
1992,August,8,Choice beef wholesale value,175.8,Cents per pound of retail equivalent
1992,September,9,Choice beef wholesale value,175.9,Cents per pound of retail equivalent
1992,October,10,Choice beef wholesale value,177.5,Cents per pound of retail equivalent
1992,November,11,Choice beef wholesale value,177.1,Cents per pound of retail equivalent
1992,December,12,Choice beef wholesale value,184.2,Cents per pound of retail equivalent
1993,January,1,Choice beef wholesale value,188.5,Cents per pound of retail equivalent
1993,February,2,Choice beef wholesale value,187.8,Cents per pound of retail equivalent
1993,March,3,Choice beef wholesale value,191.7,Cents per pound of retail equivalent
1993,April,4,Choice beef wholesale value,193.5,Cents per pound of retail equivalent
1993,May,5,Choice beef wholesale value,195.3,Cents per pound of retail equivalent
1993,June,6,Choice beef wholesale value,185.2,Cents per pound of retail equivalent
1993,July,7,Choice beef wholesale value,175.9,Cents per pound of retail equivalent
1993,August,8,Choice beef wholesale value,179.4,Cents per pound of retail equivalent
1993,September,9,Choice beef wholesale value,176.3,Cents per pound of retail equivalent
1993,October,10,Choice beef wholesale value,171.6,Cents per pound of retail equivalent
1993,November,11,Choice beef wholesale value,174.2,Cents per pound of retail equivalent
1993,December,12,Choice beef wholesale value,170.6,Cents per pound of retail equivalent
1994,January,1,Choice beef wholesale value,172.4,Cents per pound of retail equivalent
1994,February,2,Choice beef wholesale value,172.7,Cents per pound of retail equivalent
1994,March,3,Choice beef wholesale value,176.9,Cents per pound of retail equivalent
1994,April,4,Choice beef wholesale value,176.8,Cents per pound of retail equivalent
1994,May,5,Choice beef wholesale value,167.6,Cents per pound of retail equivalent
1994,June,6,Choice beef wholesale value,158.5,Cents per pound of retail equivalent
1994,July,7,Choice beef wholesale value,160.4,Cents per pound of retail equivalent
1994,August,8,Choice beef wholesale value,166.6,Cents per pound of retail equivalent
1994,September,9,Choice beef wholesale value,162,Cents per pound of retail equivalent
1994,October,10,Choice beef wholesale value,159.2,Cents per pound of retail equivalent
1994,November,11,Choice beef wholesale value,163.8,Cents per pound of retail equivalent
1994,December,12,Choice beef wholesale value,164.3,Cents per pound of retail equivalent
1995,January,1,Choice beef wholesale value,171.7,Cents per pound of retail equivalent
1995,February,2,Choice beef wholesale value,170.4,Cents per pound of retail equivalent
1995,March,3,Choice beef wholesale value,165.7,Cents per pound of retail equivalent
1995,April,4,Choice beef wholesale value,158.5,Cents per pound of retail equivalent
1995,May,5,Choice beef wholesale value,160.4,Cents per pound of retail equivalent
1995,June,6,Choice beef wholesale value,165.6,Cents per pound of retail equivalent
1995,July,7,Choice beef wholesale value,158.5,Cents per pound of retail equivalent
1995,August,8,Choice beef wholesale value,157.8,Cents per pound of retail equivalent
1995,September,9,Choice beef wholesale value,162.6,Cents per pound of retail equivalent
1995,October,10,Choice beef wholesale value,165.5,Cents per pound of retail equivalent
1995,November,11,Choice beef wholesale value,167,Cents per pound of retail equivalent
1995,December,12,Choice beef wholesale value,162.8,Cents per pound of retail equivalent
1996,January,1,Choice beef wholesale value,156.2,Cents per pound of retail equivalent
1996,February,2,Choice beef wholesale value,152.2,Cents per pound of retail equivalent
1996,March,3,Choice beef wholesale value,148.4,Cents per pound of retail equivalent
1996,April,4,Choice beef wholesale value,147.9,Cents per pound of retail equivalent
1996,May,5,Choice beef wholesale value,149,Cents per pound of retail equivalent
1996,June,6,Choice beef wholesale value,154.6,Cents per pound of retail equivalent
1996,July,7,Choice beef wholesale value,155.6,Cents per pound of retail equivalent
1996,August,8,Choice beef wholesale value,159.9,Cents per pound of retail equivalent
1996,September,9,Choice beef wholesale value,161.8,Cents per pound of retail equivalent
1996,October,10,Choice beef wholesale value,167,Cents per pound of retail equivalent
1996,November,11,Choice beef wholesale value,180,Cents per pound of retail equivalent
1996,December,12,Choice beef wholesale value,165.3,Cents per pound of retail equivalent
1997,January,1,Choice beef wholesale value,155.9,Cents per pound of retail equivalent
1997,February,2,Choice beef wholesale value,151.5,Cents per pound of retail equivalent
1997,March,3,Choice beef wholesale value,160.5,Cents per pound of retail equivalent
1997,April,4,Choice beef wholesale value,159.8,Cents per pound of retail equivalent
1997,May,5,Choice beef wholesale value,162.5,Cents per pound of retail equivalent
1997,June,6,Choice beef wholesale value,156.1,Cents per pound of retail equivalent
1997,July,7,Choice beef wholesale value,157.1,Cents per pound of retail equivalent
1997,August,8,Choice beef wholesale value,161.2,Cents per pound of retail equivalent
1997,September,9,Choice beef wholesale value,159.4,Cents per pound of retail equivalent
1997,October,10,Choice beef wholesale value,158.7,Cents per pound of retail equivalent
1997,November,11,Choice beef wholesale value,160.2,Cents per pound of retail equivalent
1997,December,12,Choice beef wholesale value,155.6,Cents per pound of retail equivalent
1998,January,1,Choice beef wholesale value,154.2,Cents per pound of retail equivalent
1998,February,2,Choice beef wholesale value,148.5,Cents per pound of retail equivalent
1998,March,3,Choice beef wholesale value,147,Cents per pound of retail equivalent
1998,April,4,Choice beef wholesale value,151.6,Cents per pound of retail equivalent
1998,May,5,Choice beef wholesale value,157,Cents per pound of retail equivalent
1998,June,6,Choice beef wholesale value,154.5,Cents per pound of retail equivalent
1998,July,7,Choice beef wholesale value,154,Cents per pound of retail equivalent
1998,August,8,Choice beef wholesale value,160.6,Cents per pound of retail equivalent
1998,September,9,Choice beef wholesale value,153.2,Cents per pound of retail equivalent
1998,October,10,Choice beef wholesale value,156.4,Cents per pound of retail equivalent
1998,November,11,Choice beef wholesale value,158.1,Cents per pound of retail equivalent
1998,December,12,Choice beef wholesale value,150.4,Cents per pound of retail equivalent
1999,January,1,Choice beef wholesale value,156.3,Cents per pound of retail equivalent
1999,February,2,Choice beef wholesale value,153.7,Cents per pound of retail equivalent
1999,March,3,Choice beef wholesale value,160.3,Cents per pound of retail equivalent
1999,April,4,Choice beef wholesale value,166.1,Cents per pound of retail equivalent
1999,May,5,Choice beef wholesale value,171.3,Cents per pound of retail equivalent
1999,June,6,Choice beef wholesale value,178.1,Cents per pound of retail equivalent
1999,July,7,Choice beef wholesale value,171.5,Cents per pound of retail equivalent
1999,August,8,Choice beef wholesale value,175.8,Cents per pound of retail equivalent
1999,September,9,Choice beef wholesale value,177.3,Cents per pound of retail equivalent
1999,October,10,Choice beef wholesale value,183.1,Cents per pound of retail equivalent
1999,November,11,Choice beef wholesale value,180.5,Cents per pound of retail equivalent
1999,December,12,Choice beef wholesale value,181.8116328,Cents per pound of retail equivalent
2000,January,1,Choice beef wholesale value,177.530757,Cents per pound of retail equivalent
2000,February,2,Choice beef wholesale value,174.4559286,Cents per pound of retail equivalent
2000,March,3,Choice beef wholesale value,183.2651302,Cents per pound of retail equivalent
2000,April,4,Choice beef wholesale value,190.9952597,Cents per pound of retail equivalent
2000,May,5,Choice beef wholesale value,193.8158605,Cents per pound of retail equivalent
2000,June,6,Choice beef wholesale value,190.7480835,Cents per pound of retail equivalent
2000,July,7,Choice beef wholesale value,179.6116687,Cents per pound of retail equivalent
2000,August,8,Choice beef wholesale value,172.5934046,Cents per pound of retail equivalent
2000,September,9,Choice beef wholesale value,168.5851645,Cents per pound of retail equivalent
2000,October,10,Choice beef wholesale value,174.3837824,Cents per pound of retail equivalent
2000,November,11,Choice beef wholesale value,182.767506,Cents per pound of retail equivalent
2000,December,12,Choice beef wholesale value,197.5878014,Cents per pound of retail equivalent
2001,January,1,Choice beef wholesale value,202.4757197,Cents per pound of retail equivalent
2001,February,2,Choice beef wholesale value,201.5480398,Cents per pound of retail equivalent
